enzyme,organism,reference,pubmed_id
4.2.1.51,Escherichia coli,33877,6337635
4.2.1.51,Escherichia coli,33878,7030215
4.2.1.51,Sphingomonas paucimobilis,33879,7399403
4.2.1.51,Bacillus subtilis,33880,114523
4.2.1.51,Bacillus subtilis,33881,104661
4.2.1.51,Cupriavidus necator,33883,4432
4.2.1.51,Corynebacterium glutamicum,33885,-
4.2.1.51,Escherichia coli,33886,4261395
4.2.1.51,Escherichia coli,33887,4557843
4.2.1.51,Pseudomonas sp.,33890,14342329
4.2.1.51,Escherichia coli,33891,-
4.2.1.51,Pantoea agglomerans,33892,1897969
4.2.1.51,Escherichia coli,33895,1514806
4.2.1.51,Escherichia coli,33896,7763713
4.2.1.51,Amycolatopsis methanolica,33897,7592448
4.2.1.51,Amycolatopsis methanolica,33898,7755580
4.2.1.51,Corynebacterium glutamicum,33899,8605023
4.2.1.51,Pseudomonas stutzeri,33901,1919506
4.2.1.51,Corynebacterium glutamicum,649516,14749915
4.2.1.51,Escherichia coli,649980,10769128
4.2.1.51,Escherichia coli,663605,15662561
4.2.1.51,Mycobacterium tuberculosis,665625,15753077
4.2.1.51,Mycobacterium tuberculosis,677342,16582484
4.2.1.51,Methanocaldococcus jannaschii,678167,17115705
4.2.1.51,Chlorobaculum tepidum,681657,18171624
4.2.1.51,Staphylococcus aureus,681657,18171624
4.2.1.51,Zymomonas mobilis,684578,18344329
4.2.1.51,Archaeoglobus fulgidus,692260,19082689
4.2.1.51,Mycobacterium tuberculosis,695038,18384085
4.2.1.51,Methanocaldococcus jannaschii,702472,19948253
4.2.1.51,Escherichia coli,702720,20137911
4.2.1.51,Escherichia coli,706236,19508381
4.2.1.51,Methanococcus maripaludis,727742,15262931
4.2.1.51,Streptococcus mutans,730200,24610334
4.2.1.51,Escherichia coli,730847,-
4.2.1.53,Pseudomonas sp.,5783,5094764
4.2.1.53,Pseudomonas sp.,5784,5492948
4.2.1.53,Pseudomonas sp.,5785,5823715
4.2.1.53,Elizabethkingia meningoseptica,704302,19465645
4.2.1.53,Lysinibacillus fusiformis,729060,22189865
4.2.1.53,Lysinibacillus fusiformis,729071,23377790
4.2.1.53,Macrococcus caseolyticus,729334,22203098
4.2.1.53,Elizabethkingia meningoseptica,729457,24449561
4.2.1.53,Stenotrophomonas maltophilia,729466,23690042
4.2.1.53,Stenotrophomonas maltophilia,730082,22261174
4.2.1.53,Stenotrophomonas maltophilia,730845,-
4.2.1.53,Lactobacillus acidophilus,747562,-
4.2.1.53,Stenotrophomonas maltophilia,747562,-
4.2.1.54,Megasphaera elsdenii,33926,-
4.2.1.54,Megasphaera elsdenii,33927,14292829
4.2.1.54,Anaerotignum propionicum,33928,6586495
4.2.1.54,Anaerotignum propionicum,33929,3026450
4.2.1.54,Anaerotignum propionicum,33930,1597194
4.2.1.54,Anaerotignum propionicum,33931,-
4.2.1.54,Anaerotignum propionicum,718680,22810300
4.2.1.54,Clostridioides difficile,729862,24553467
4.2.1.54,Clostridium botulinum,729862,24553467
4.2.1.54,Clostridium novyi,729862,24553467
4.2.1.54,Clostridium sp.,729862,24553467
4.2.1.54,Coprococcus catus,729862,24553467
4.2.1.54,Enterocloster asparagiformis,729862,24553467
4.2.1.54,Megasphaera elsdenii,729862,24553467
4.2.1.55,Rhodospirillum rubrum,5792,5808333
4.2.1.55,Aeromonas caviae,729023,21398488
4.2.1.55,Pseudomonas aeruginosa,729023,21398488
4.2.1.55,Clostridium acetobutylicum,746965,25110148
4.2.1.56,Pseudomonas sp.,5793,4284209
4.2.1.56,Pseudomonas aeruginosa,728354,24657929
4.2.1.56,Yersinia pestis,728354,24657929
4.2.1.56,Paraburkholderia xenovorans,746828,26070669
4.2.1.57,Pseudomonas citronellolis,5337,-
4.2.1.57,Pseudomonas aeruginosa,746831,26162879
4.2.1.59,Escherichia coli,5799,4881058
4.2.1.59,Escherichia coli,730467,24362570
4.2.1.59,Escherichia coli,747496,26526101
4.2.1.6,Mycobacterium sp.,5090,7287628
4.2.1.6,Mycobacterium sp.,5092,6194665
4.2.1.6,Pseudomonas sp.,33932,422572
4.2.1.6,Pseudomonas sp.,33934,7154959
4.2.1.6,Klebsiella pneumoniae,33936,6759856
4.2.1.6,Escherichia coli,33941,-
4.2.1.6,Escherichia coli,33943,8987982
4.2.1.65,Pseudomonas sp.,5824,-
4.2.1.65,Pseudomonas sp.,5825,-
4.2.1.65,Priestia megaterium,5827,4979237
4.2.1.66,Alcaligenes sp.,715147,-
4.2.1.66,Serratia marcescens,746937,29744557
4.2.1.67,Pseudomonas sp.,5831,237189
4.2.1.67,Pseudomonas sp.,5832,4335868
4.2.1.68,Xanthomonas campestris,678170,17144652
4.2.1.7,Escherichia coli,5900,6759855
4.2.1.7,Escherichia coli,5901,3038546
4.2.1.7,Escherichia coli,33957,13831814
4.2.1.70,Agrobacterium tumefaciens,5840,5942965
4.2.1.70,Escherichia coli,5841,4912525
4.2.1.70,Escherichia coli,5842,4329733
4.2.1.70,Agrobacterium tumefaciens,5843,4936431
4.2.1.70,Agrobacterium tumefaciens,5844,4569284
4.2.1.70,Escherichia coli,5844,4569284
4.2.1.70,Agrobacterium tumefaciens,5845,5062424
4.2.1.70,Escherichia coli,5847,323237
4.2.1.70,Escherichia coli,5849,6805514
4.2.1.70,Escherichia coli,5850,2981810
4.2.1.70,Escherichia coli,5851,3514581
4.2.1.70,Escherichia coli,5852,3029017
4.2.1.70,Escherichia coli,5853,3029016
4.2.1.70,Escherichia coli,5857,-
4.2.1.70,Escherichia coli,5859,10094309
4.2.1.70,Escherichia coli,648863,10625422
4.2.1.70,Escherichia coli,649208,12499554
4.2.1.70,Thermotoga maritima,649208,12499554
4.2.1.70,Escherichia coli,649216,14501142
4.2.1.70,Escherichia coli,649243,15039583
4.2.1.70,Escherichia coli,650781,11779468
4.2.1.70,Escherichia coli,652531,14999002
4.2.1.70,Mycobacterium tuberculosis,652542,15028724
4.2.1.70,Escherichia coli,652934,14659742
4.2.1.70,Escherichia coli,653325,11953756
4.2.1.70,Thermotoga maritima,653393,14990747
4.2.1.70,Escherichia coli,653587,14566049
4.2.1.70,Thermotoga maritima,653587,14566049
4.2.1.70,Escherichia coli,653624,10588695
4.2.1.70,Escherichia coli,693125,18591240
4.2.1.70,Thermotoga maritima,693125,18591240
4.2.1.70,Escherichia coli,730936,21998096
4.2.1.70,Escherichia coli,747736,25081867
4.2.1.75,Escherichia coli,5879,-
4.2.1.75,Cereibacter sphaeroides,5885,6989639
4.2.1.75,Escherichia coli,5886,3040684
4.2.1.75,Bacillus subtilis,5887,7628476
4.2.1.75,Escherichia coli,5888,2557837
4.2.1.75,Thermus thermophilus,696286,18651750
4.2.1.75,Pseudomonas syringae,714059,21527255
4.2.1.77,Thermococcus litoralis,729750,25161870
4.2.1.77,Azospirillum brasilense,742531,24649405
4.2.1.77,Azospirillum brasilense,748110,28559297
4.2.1.79,Escherichia coli,488175,12473114
4.2.1.79,Salmonella enterica,649188,11807258
4.2.1.79,Salmonella enterica,650059,11294638
4.2.1.79,Shewanella oneidensis,651735,14702315
4.2.1.79,Escherichia coli,653158,11782506
4.2.1.79,Rhodobacter capsulatus,672679,17031048
4.2.1.79,Mycobacterium tuberculosis,681995,16879647
4.2.1.79,Salmonella enterica,704332,19948794
4.2.1.79,Pseudomonas sp.,706675,19798672
4.2.1.79,Corynebacterium glutamicum,713880,20924576
4.2.1.79,Escherichia coli,747131,28956599
4.2.1.8,Escherichia coli,5899,4581499
4.2.1.8,Escherichia coli,5900,6759855
4.2.1.8,Escherichia coli,5901,3038546
4.2.1.8,Aeromonas sp.,5902,4388117
4.2.1.8,Escherichia coli,5903,13584413
4.2.1.8,Novosphingobium aromaticivorans,678235,17944491
4.2.1.8,Streptococcus suis,704307,19617363
4.2.1.8,Escherichia coli,730286,22796868
4.2.1.80,Pseudomonas putida,648397,7287632
4.2.1.80,Pseudomonas sp.,648397,7287632
4.2.1.80,Pseudomonas putida,648398,-
4.2.1.80,Novosphingobium aromaticivorans,648399,-
4.2.1.80,Pseudomonas sp.,648400,9299451
4.2.1.80,Escherichia coli,648401,9492273
4.2.1.80,Pseudomonas sp.,648402,10836749
4.2.1.80,Paraburkholderia xenovorans,661714,15691330
4.2.1.80,Bordetella sp.,672682,17090920
4.2.1.80,Pseudomonas putida,747105,27362840
4.2.1.81,Cereibacter sphaeroides,648403,6978882
4.2.1.81,Pseudomonas sp.,648404,7107563
4.2.1.81,Cereibacter sphaeroides,648405,16346221
4.2.1.81,Bradyrhizobium japonicum,678171,17144653
4.2.1.82,Pseudomonas sp.,648798,7154961
4.2.1.82,Haloferax volcanii,698940,19584053
4.2.1.82,Caulobacter vibrioides,701792,19270113
4.2.1.82,Caulobacter vibrioides,746662,27487924
4.2.1.82,Escherichia coli,747219,26083940
4.2.1.82,Caulobacter vibrioides,749370,29339766
4.2.1.83,Pseudomonas straminea,648419,3985968
4.2.1.83,Pseudomonas straminea,648420,6841354
4.2.1.83,Pseudomonas straminea,678816,17284837
4.2.1.84,Arthrobacter sp.,648422,-
4.2.1.84,Corynebacterium sp.,648424,-
4.2.1.84,Rhodococcus sp.,648425,-
4.2.1.84,Brevibacterium sp.,648426,-
4.2.1.84,Brevibacterium sp.,648427,-
4.2.1.84,Pseudomonas chlororaphis,648427,-
4.2.1.84,Rhodococcus rhodochrous,648428,1840499
4.2.1.84,Rhodococcus sp.,648428,1840499
4.2.1.84,Corynebacterium pseudodiphtheriticum,648429,-
4.2.1.84,Rhodococcus sp.,648430,1856857
4.2.1.84,Brevibacterium sp.,648431,-
4.2.1.84,Brevibacterium sp.,648432,3768004
4.2.1.84,Pseudomonas chlororaphis,648433,3421954
4.2.1.84,Rhodococcus rhodochrous,648433,3421954
4.2.1.84,Rhodococcus sp.,648434,-
4.2.1.84,Brevibacterium sp.,648435,-
4.2.1.84,Arthrobacter sp.,648436,1527703
4.2.1.84,Brevibacterium sp.,648436,1527703
4.2.1.84,Corynebacterium sp.,648436,1527703
4.2.1.84,Pseudomonas chlororaphis,648436,1527703
4.2.1.84,Rhodococcus rhodochrous,648436,1527703
4.2.1.84,Rhodococcus sp.,648436,1527703
4.2.1.84,Corynebacterium sp.,648437,-
4.2.1.84,Brevibacterium sp.,648438,2820412
4.2.1.84,Rhodococcus rhodochrous,648439,2013281
4.2.1.84,Pseudomonas chlororaphis,648440,3830164
4.2.1.84,Rhodococcus sp.,648441,2920826
4.2.1.84,Rhodococcus sp.,648442,10850812
4.2.1.84,Comamonas testosteroni,648443,12729727
4.2.1.84,Agrobacterium tumefaciens,648444,8987584
4.2.1.84,Arthrobacter sp.,648444,8987584
4.2.1.84,Pseudomonas chlororaphis,648444,8987584
4.2.1.84,Rhodococcus rhodochrous,648444,8987584
4.2.1.84,Rhodococcus sp.,648444,8987584
4.2.1.84,Rhodococcus erythropolis,648445,10493599
4.2.1.84,Rhodococcus rhodochrous,648445,10493599
4.2.1.84,Rhodococcus sp.,648446,10101282
4.2.1.84,Brevibacterium sp.,648447,8797859
4.2.1.84,Rhodococcus rhodochrous,648448,-
4.2.1.84,Rhodococcus sp.,648449,10433695
4.2.1.84,Agrobacterium tumefaciens,648450,-
4.2.1.84,Pseudomonas putida,648451,9154927
4.2.1.84,Pseudomonas putida,648452,9457799
4.2.1.84,Pseudomonas chlororaphis,648454,9702770
4.2.1.84,Pseudomonas putida,648454,9702770
4.2.1.84,Rhodococcus rhodochrous,648454,9702770
4.2.1.84,Rhodococcus sp.,648454,9702770
4.2.1.84,Rhodococcus rhodochrous,648456,10742253
4.2.1.84,Pseudonocardia thermophila,648457,14717710
4.2.1.84,Pseudomonas fluorescens,654314,14666389
4.2.1.84,Rhodococcus sp.,654314,14666389
4.2.1.84,Pseudomonas chlororaphis,657500,-
4.2.1.84,Rhodococcus rhodochrous,658870,-
4.2.1.84,Bacillus smithii,663536,16511211
4.2.1.84,Brevundimonas diminuta,663744,16402166
4.2.1.84,Rhodococcus pyridinivorans,663744,16402166
4.2.1.84,Pseudonocardia thermophila,663896,16540090
4.2.1.84,Rhodococcus pyridinivorans,664408,15604767
4.2.1.84,Rhodococcus erythropolis,664412,15604819
4.2.1.84,Rhodococcus sp.,665421,15269247
4.2.1.84,Microbacterium imperiale,666088,-
4.2.1.84,Rhodococcus rhodochrous,666090,-
4.2.1.84,Rhodococcus erythropolis,666211,-
4.2.1.84,Nocardia sp.,671402,-
4.2.1.84,Rhodococcus pyridinivorans,671557,17136368
4.2.1.84,Rhodococcus erythropolis,671808,17716629
4.2.1.84,Rhodococcus sp.,672689,16636455
4.2.1.84,Rhodococcus sp.,672727,17330219
4.2.1.84,Rhodococcus erythropolis,672758,18043868
4.2.1.84,Rhodococcus sp.,673098,-
4.2.1.84,Rhodococcus erythropolis,673399,-
4.2.1.84,Rhodococcus rhodochrous,673399,-
4.2.1.84,Nocardia transvalensis,673399,-
4.2.1.84,Comamonas testosteroni,675242,17267045
4.2.1.84,Pseudonocardia thermophila,675502,17333306
4.2.1.84,Rhodococcus sp.,676087,17635193
4.2.1.84,Nocardia sp.,677265,-
4.2.1.84,Rhodococcus erythropolis,695669,18975144
4.2.1.84,Rhodococcus sp.,696768,18234830
4.2.1.84,Pseudonocardia thermophila,697296,-
4.2.1.84,Pseudonocardia thermophila,697305,-
4.2.1.84,Pseudonocardia thermophila,697734,-
4.2.1.84,Rhodococcus erythropolis,697734,-
4.2.1.84,Rhodococcus sp.,698138,-
4.2.1.84,Pseudomonas chlororaphis,698583,18408036
4.2.1.84,Rhodococcus sp.,699044,18804061
4.2.1.84,Rhodococcus erythropolis,699597,-
4.2.1.84,Mesorhizobium sp.,701026,-
4.2.1.84,Nitriliruptor alkaliphilus,701585,-
4.2.1.84,Rhodococcus ruber,701594,-
4.2.1.84,Rhodococcus equi,701856,19662400
4.2.1.84,Rhodococcus ruber,702718,19720524
4.2.1.84,Rhodococcus sp.,703230,-
4.2.1.84,Rhodococcus rhodochrous,703995,23100776
4.2.1.84,Rhodococcus sp.,704017,20067276
4.2.1.84,Rhodococcus fascians,704478,19346246
4.2.1.84,Rhodococcus erythropolis,704716,20221653
4.2.1.84,Aeribacillus pallidus,705203,-
4.2.1.84,Rhodopseudomonas palustris,706803,-
4.2.1.84,Serratia marcescens,706917,100530582
4.2.1.84,Rhodococcus rhodochrous,714229,20886813
4.2.1.84,Pseudomonas putida,714254,21473592
4.2.1.84,Microbacterium imperiale,714858,-
4.2.1.84,Microbacterium imperiale,714861,22112948
4.2.1.84,Alcaligenes faecalis,715804,21720774
4.2.1.84,Bacillus subtilis,715804,21720774
4.2.1.84,Rhodococcus ruber,715804,21720774
4.2.1.84,Rhodococcus sp.,715804,21720774
4.2.1.84,Serratia marcescens,715804,21720774
4.2.1.84,Klebsiella oxytoca,715958,-
4.2.1.84,Rhodococcus erythropolis,715958,-
4.2.1.84,Pyrococcus abyssi,716057,21095228
4.2.1.84,Rhodococcus erythropolis,716075,20723042
4.2.1.84,Agrobacterium tumefaciens,718334,11607511
4.2.1.84,Mesorhizobium loti,718334,11607511
4.2.1.84,Rhizobium leguminosarum,718334,11607511
4.2.1.84,Rhodococcus erythropolis,728981,24781748
4.2.1.84,Pseudomonas sp.,729043,24837382
4.2.1.84,Pseudomonas putida,729148,24944015
4.2.1.84,Streptomyces rimosus,729257,24914472
4.2.1.84,Rhodococcus erythropolis,729825,24597943
4.2.1.84,Rhodococcus equi,730013,23589282
4.2.1.84,Pseudomonas putida,730077,24698299
4.2.1.84,Rhodococcus ruber,730090,23384947
4.2.1.84,Pseudonocardia thermophila,730090,23384947
4.2.1.84,Rhodococcus erythropolis,730132,22922990
4.2.1.84,Rhodococcus rhodochrous,730132,22922990
4.2.1.84,Rhodococcus erythropolis,730543,21380438
4.2.1.84,Rhodopseudomonas palustris,730543,21380438
4.2.1.84,Bordetella petrii,746788,26686500
4.2.1.84,Rhodococcus rhodochrous,746877,24493572
4.2.1.84,Rhodococcus equi,747123,28520398
4.2.1.84,Rhodococcus ruber,747519,-
4.2.1.84,Comamonas testosteroni,748242,26077812
4.2.1.84,Rhodococcus ruber,748384,26562693
4.2.1.84,Rhodococcus rhodochrous,749108,28644864
4.2.1.85,Eubacterium barkeri,648458,6489933
4.2.1.87,Pseudomonas aeruginosa,288289,3034855
4.2.1.9,Escherichia coli,33959,13727223
4.2.1.9,Klebsiella aerogenes,33962,4933736
4.2.1.9,Escherichia coli,33962,4933736
4.2.1.9,Achromobacter ruhlandii,33964,5003668
4.2.1.9,Acidovorax facilis,33964,5003668
4.2.1.9,Cereibacter sphaeroides,33964,5003668
4.2.1.9,Cupriavidus necator,33964,5003668
4.2.1.9,Paracoccus denitrificans,33964,5003668
4.2.1.9,Rhodospirillum rubrum,33964,5003668
4.2.1.9,Acinetobacter sp.,33966,4669215
4.2.1.9,Escherichia coli,33971,367373
4.2.1.9,Escherichia coli,33973,2445227
4.2.1.9,Escherichia coli,33975,8226748
4.2.1.9,Escherichia coli,33976,8325851
4.2.1.9,Escherichia coli,33977,8244991
4.2.1.9,Escherichia coli,33978,7630323
4.2.1.9,Escherichia coli,33979,1394687
4.2.1.9,Escherichia coli,33980,-
4.2.1.9,Escherichia coli,33982,8663055
4.2.1.9,Methanococcus aeolicus,33983,2002010
4.2.1.9,Methanococcus maripaludis,33983,2002010
4.2.1.9,Methanococcus voltae,33983,2002010
4.2.1.9,Escherichia coli,33984,3314584
4.2.1.9,Saccharolobus solfataricus,680539,16567425
4.2.1.9,Escherichia coli,682577,17494765
4.2.1.9,Escherichia coli,696105,18945212
4.2.1.9,Corynebacterium glutamicum,699075,19121344
4.2.1.9,Escherichia coli,700277,18811727
4.2.1.9,Corynebacterium glutamicum,713840,20935122
4.2.1.9,Corynebacterium glutamicum,713917,21533914
4.2.1.9,Escherichia coli,714551,21191998
4.2.1.9,Corynebacterium glutamicum,715798,20364396
4.2.1.9,Escherichia coli,716148,20864475
4.2.1.9,Mycobacterium tuberculosis,716148,20864475
4.2.1.9,Saccharolobus solfataricus,732214,26102631
4.2.1.9,Cupriavidus necator,746896,25081555
4.2.1.90,Azotobacter vinelandii,687737,18505728
4.2.1.90,Sphingomonas sp.,697897,19187228
4.2.1.91,Pantoea agglomerans,33892,1897969
4.2.1.91,Brevundimonas diminuta,648473,3924095
4.2.1.91,Pseudomonas aeruginosa,648473,3924095
4.2.1.91,Pantoea agglomerans,648474,3619011
4.2.1.91,Brevundimonas diminuta,648475,3600377
4.2.1.91,Pseudomonas aeruginosa,648475,3600377
4.2.1.91,Xanthomonas campestris,648475,3600377
4.2.1.91,Klebsiella pneumoniae,648477,2972718
4.2.1.91,Pseudomonas aeruginosa,648479,1733946
4.2.1.91,Pseudomonas aeruginosa,665896,8515238
4.2.1.91,Pseudomonas aeruginosa,666007,8355283
4.2.1.91,Pseudomonas aeruginosa,666899,8210673
4.2.1.93,Bacillus subtilis,749142,25393291
4.2.1.96,Pseudomonas aeruginosa,5929,9894810
4.2.1.96,Pseudomonas aeruginosa,661990,10217769
4.2.1.96,Pseudomonas aeruginosa,704330,19897652
4.2.1.98,Eubacterium sp.,5942,6748657
4.2.1.98,Eubacterium sp.,5943,7078162
4.2.1.98,Eubacterium sp.,5944,-
4.2.1.98,Eubacterium sp.,5945,4052439
4.2.1.98,Eubacterium sp.,648460,2004047
4.2.1.98,Eubacterium sp.,648461,3859246
4.2.1.98,Eubacterium sp.,656636,2004047
4.2.1.99,Advenella mimigardefordensis,690535,18456849
4.2.2.1,Streptococcus dysgalactiae subsp. equisimilis,210735,-
4.2.2.1,Cutibacterium acnes,210736,43356
4.2.2.1,Streptococcus sp.,210737,9365
4.2.2.1,Staphylococcus aureus,210738,4218146
4.2.2.1,Staphylococcus aureus,210739,4782529
4.2.2.1,Streptococcus pyogenes,210740,-
4.2.2.1,Streptococcus pyogenes,210741,-
4.2.2.1,Staphylococcus aureus,210742,5696894
4.2.2.1,Staphylococcus aureus,210743,4301047
4.2.2.1,Staphylococcus aureus,210744,-
4.2.2.1,Streptococcus dysgalactiae subsp. equisimilis,210745,-
4.2.2.1,Streptococcus agalactiae,210746,9602074
4.2.2.1,Cutibacterium acnes,210747,9115089
4.2.2.1,Streptococcus pneumoniae,210748,9573623
4.2.2.1,Streptococcus pneumoniae,210749,9631519
4.2.2.1,Streptococcus sp.,210750,7986088
4.2.2.1,Cutibacterium acnes,210751,6663280
4.2.2.1,Cutibacterium granulosum,210751,6663280
4.2.2.1,Streptococcus dysgalactiae,652640,12443044
4.2.2.1,Streptococcus agalactiae,654042,10739920
4.2.2.1,Streptococcus sp.,654478,-
4.2.2.1,Streptococcus pneumoniae,655324,10716923
4.2.2.1,Streptococcus agalactiae,655502,12659938
4.2.2.1,Aeromonas sp.,655596,10675584
4.2.2.1,Bacteroides fragilis,655596,10675584
4.2.2.1,Bacteroides ovatus,655596,10675584
4.2.2.1,Clostridioides difficile,655596,10675584
4.2.2.1,Clostridium chauvoei,655596,10675584
4.2.2.1,Clostridium septicum,655596,10675584
4.2.2.1,Cutibacterium granulosum,655596,10675584
4.2.2.1,Fusobacterium mortiferum,655596,10675584
4.2.2.1,Phocaeicola vulgatus,655596,10675584
4.2.2.1,Porphyromonas asaccharolytica,655596,10675584
4.2.2.1,Prevotella melaninogenica,655596,10675584
4.2.2.1,Staphylococcus hyicus,655596,10675584
4.2.2.1,Streptococcus constellatus,655596,10675584
4.2.2.1,Streptococcus dysgalactiae,655596,10675584
4.2.2.1,Streptococcus equi,655596,10675584
4.2.2.1,Streptococcus intermedius,655596,10675584
4.2.2.1,Streptococcus pyogenes,655596,10675584
4.2.2.1,Streptococcus uberis,655596,10675584
4.2.2.1,Streptococcus pneumoniae,655681,11358878
4.2.2.1,Streptococcus pneumoniae,655996,11278838
4.2.2.1,Streptococcus agalactiae,656026,11527972
4.2.2.1,Streptococcus pneumoniae,656063,11991948
4.2.2.1,Streptococcus agalactiae,656077,12130645
4.2.2.1,Streptococcus pneumoniae,656140,12719417
4.2.2.1,Streptococcus pneumoniae,656150,12446724
4.2.2.1,Streptococcus pneumoniae,656185,14523022
4.2.2.1,Streptococcus pneumoniae,656480,10843845
4.2.2.1,Streptococcus agalactiae,657325,10813837
4.2.2.1,Streptococcus agalactiae,664521,15476715
4.2.2.1,Streptococcus agalactiae,664596,16522010
4.2.2.1,Streptococcus pneumoniae,664708,-
4.2.2.1,Streptococcus agalactiae,664708,-
4.2.2.1,Streptococcus agalactiae,665318,15712671
4.2.2.1,Streptococcus suis,665374,15231806
4.2.2.1,Streptococcus agalactiae,666077,16569416
4.2.2.1,Streptococcus pneumoniae,666077,16569416
4.2.2.1,Streptococcus suis,666251,15120159
4.2.2.1,Staphylococcus aureus,666265,15184586
4.2.2.1,Streptococcus agalactiae,666687,16142636
4.2.2.1,Streptococcus pneumoniae,677946,17188648
4.2.2.1,Streptococcus agalactiae,680038,16638841
4.2.2.1,Streptococcus pneumoniae,680038,16638841
4.2.2.1,Streptococcus agalactiae,680688,16854993
4.2.2.1,Streptococcus agalactiae,694569,18771010
4.2.2.1,Streptococcus pyogenes,705539,19778599
4.2.2.1,Streptococcus pneumoniae,706651,19089975
4.2.2.1,Streptococcus agalactiae,714907,21803461
4.2.2.1,Streptococcus suis,728911,23722851
4.2.2.1,Streptococcus pneumoniae,730253,22916709
4.2.2.1,Streptococcus pneumoniae,730258,23944739
4.2.2.1,Arthrobacter globiformis,746795,27878509
4.2.2.1,Streptococcus suis,747436,26611338
4.2.2.1,Pedobacter heparinus,747455,28024546
4.2.2.1,Streptococcus equi subsp. zooepidemicus,747621,25146187
4.2.2.1,Streptococcus pneumoniae,748434,26169310
4.2.2.1,Neobacillus niacini,748522,25680511
4.2.2.1,Streptococcus pneumoniae,748535,30006007
4.2.2.1,Cutibacterium acnes,748621,28895889
4.2.2.1,Streptococcus pneumoniae,749208,-
4.2.2.1,Streptococcus pneumoniae,749411,26695201
4.2.2.10,Lachnospira multipara,34004,-
4.2.2.10,Pseudomonas fluorescens,34005,3115958
4.2.2.10,Pseudomonas marginalis,34006,-
4.2.2.10,Pectobacterium carotovorum,34009,-
4.2.2.10,Pseudomonas marginalis,34017,-
4.2.2.10,Pectobacterium carotovorum subsp. carotovorum,655028,11999425
4.2.2.10,Pseudomonas marginalis,655076,12630908
4.2.2.10,Paenibacillus amylolyticus,656673,11472518
4.2.2.10,Paenibacillus macerans,656899,-
4.2.2.10,Paenibacillus sp.,664695,15717229
4.2.2.10,Leuconostoc citreum,666204,15059208
4.2.2.10,Pectobacterium carotovorum,695752,18689515
4.2.2.10,Dickeya dadantii,700269,18643933
4.2.2.10,Paenibacillus amylolyticus,706569,-
4.2.2.10,Pseudomonas fluorescens,706569,-
4.2.2.10,Pseudomonas marginalis,706569,-
4.2.2.10,Pectobacterium aroidearum,706569,-
4.2.2.10,Bacillus pumilus,716906,-
4.2.2.10,Bacillus subtilis,746758,-
4.2.2.11,Klebsiella aerogenes,648521,332364
4.2.2.11,Klebsiella aerogenes,648522,-
4.2.2.11,Klebsiella aerogenes,648523,2673122
